implementation,solver,problem,num_txn,num_keys,num_values,num_sessions,synth_time_ms,check_time_ms,total_time_ms,initial_synth_clauses,total_synth_clauses,outcome,candidates,runId,endTime
all,GLUCOSE,RA_ax_b	CC_ax_b,7,5,5,3,25,6,31,29106,29106,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:43
all,GLUCOSE,RA_ax_b	CC_ax_b,8,5,5,3,25,39,64,41121,41121,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:43
all,GLUCOSE,RA_ax_b	CC_ax_b,8,5,5,3,26,39,66,41121,41121,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:43
all,GLUCOSE,RA_ax_b	CC_ax_b,8,5,5,3,26,37,64,41121,41121,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,9,5,5,3,28,141,170,53976,53976,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,9,5,5,3,29,141,171,53976,53976,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,9,5,5,3,34,140,175,53976,53976,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,10,5,5,3,45,10,56,69375,69375,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,10,5,5,3,47,10,57,69375,69375,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_b	CC_ax_b,10,5,5,3,43,9,53,69375,69375,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,3,5,5,3,5,2,8,6484,7071,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,3,5,5,3,4,2,7,6484,7071,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,3,5,5,3,5,2,9,6484,7071,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,4,5,5,3,5,1,7,7534,7534,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,4,5,5,3,5,1,6,7534,7534,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,4,5,5,3,5,1,7,7534,7534,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,3,8,4,15,10466,12108,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,3,10,7,18,10466,12108,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,3,14,6,22,10466,12108,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,6,5,5,3,8,2,10,13809,13809,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,6,5,5,3,8,2,11,13809,13809,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,6,5,5,3,8,2,11,13809,13809,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,7,5,5,3,11,3,15,17576,17576,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,7,5,5,3,11,3,15,17576,17576,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,7,5,5,3,11,4,15,17576,17576,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:44
all,GLUCOSE,RA_ax_c	CC_ax_c,8,5,5,3,24,85,113,21780,30046,SAT,6,13/02/2026 10:11:43,13/02/2026 10:11:45
all,GLUCOSE,RA_ax_c	CC_ax_c,8,5,5,3,25,84,114,21780,30046,SAT,6,13/02/2026 10:11:43,13/02/2026 10:11:45
all,GLUCOSE,RA_ax_c	CC_ax_c,8,5,5,3,21,74,102,21780,30046,SAT,6,13/02/2026 10:11:43,13/02/2026 10:11:45
all,GLUCOSE,RA_ax_c	CC_ax_c,9,5,5,3,25,569,599,26434,35823,SAT,5,13/02/2026 10:11:43,13/02/2026 10:11:45
all,GLUCOSE,RA_ax_c	CC_ax_c,9,5,5,3,27,555,586,26434,35823,SAT,5,13/02/2026 10:11:43,13/02/2026 10:11:46
all,GLUCOSE,RA_ax_c	CC_ax_c,9,5,5,3,23,509,536,26434,35823,SAT,5,13/02/2026 10:11:43,13/02/2026 10:11:46
all,GLUCOSE,RA_ax_c	CC_ax_c,10,5,5,3,20,937,958,31551,38193,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:47
all,GLUCOSE,RA_ax_c	CC_ax_c,10,5,5,3,21,928,950,31551,38193,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:48
all,GLUCOSE,RA_ax_c	CC_ax_c,10,5,5,3,21,885,908,31551,38193,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,3,5,5,3,7,2,10,7534,8320,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,3,5,5,3,7,1,9,7534,8320,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,3,5,5,3,7,1,9,7534,8320,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,4,5,5,3,9,4,16,9903,11587,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,4,5,5,3,10,4,16,9903,11587,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,4,5,5,3,11,5,18,9903,11587,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,3,15,10,27,14849,17885,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,3,15,10,26,14849,17885,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,3,15,10,25,14849,17885,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,6,5,5,3,22,28,52,21232,26263,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:49
all,GLUCOSE,CC_ax_b	PC_ax_b,6,5,5,3,21,27,51,21232,26263,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,6,5,5,3,21,27,49,21232,26263,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,7,5,5,3,35,59,96,29281,36931,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,7,5,5,3,33,48,82,29281,36931,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,7,5,5,3,35,57,93,29281,36931,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,8,5,5,3,55,381,437,41397,52679,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:50
all,GLUCOSE,CC_ax_b	PC_ax_b,8,5,5,3,43,332,375,41397,52679,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:51
all,GLUCOSE,CC_ax_b	PC_ax_b,8,5,5,3,41,334,376,41397,52679,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:51
all,GLUCOSE,CC_ax_b	PC_ax_b,9,5,5,3,61,718,781,54381,70047,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:52
all,GLUCOSE,CC_ax_b	PC_ax_b,9,5,5,3,39,589,629,54381,70047,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:52
all,GLUCOSE,CC_ax_b	PC_ax_b,9,5,5,3,38,584,623,54381,70047,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:53
all,GLUCOSE,CC_ax_b	PC_ax_b,10,5,5,3,68,128,198,69940,108202,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:53
all,GLUCOSE,CC_ax_b	PC_ax_b,10,5,5,3,67,127,196,69940,108202,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:53
all,GLUCOSE,CC_ax_b	PC_ax_b,10,5,5,3,66,128,197,69940,108202,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,3,5,5,3,3,0,4,6490,6758,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,3,5,5,3,2,0,3,6490,6758,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,3,5,5,3,2,0,3,6490,6758,UNSAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,4,5,5,3,2,2,7,7553,8342,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,4,5,5,3,2,3,6,7553,8342,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,4,5,5,3,2,3,7,7553,8342,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,3,6,8,22,10504,14956,SAT,8,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,3,6,8,23,10504,14956,SAT,8,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,3,6,8,22,10504,14956,SAT,8,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,6,5,5,3,6,4,10,13875,15546,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,6,5,5,3,6,4,10,13875,15546,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,6,5,5,3,6,4,11,13875,15546,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,7,5,5,3,16,30,51,17680,25319,SAT,10,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,7,5,5,3,14,28,49,17680,25319,SAT,10,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,7,5,5,3,15,30,51,17680,25319,SAT,10,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,8,5,5,3,9,8,19,21933,25181,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,8,5,5,3,8,8,19,21933,25181,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,8,5,5,3,9,8,19,21933,25181,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,9,5,5,3,12,17,32,26648,33069,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,9,5,5,3,12,17,32,26648,33069,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,9,5,5,3,12,17,32,26648,33069,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,10,5,5,3,13,14,30,31839,37224,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,10,5,5,3,13,14,29,31839,37224,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,CC_ax_c	PC_ax_c,10,5,5,3,13,14,29,31839,37224,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,3,5,5,3,6,1,8,7767,7767,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,3,5,5,3,6,1,8,7767,7767,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,3,5,5,3,6,1,8,7767,7767,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,4,5,5,3,12,2,15,11312,11312,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,4,5,5,3,12,2,15,11312,11312,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,4,5,5,3,13,2,15,11312,11312,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,3,24,3,27,19079,19079,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,3,24,3,27,19079,19079,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,3,24,3,27,19079,19079,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,6,5,5,3,43,6,49,30629,30629,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:54
all,GLUCOSE,PC_ax_b	SI_ax_b,6,5,5,3,60,9,69,30629,30629,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,6,5,5,3,45,6,51,30629,30629,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,7,5,5,3,69,8,77,47184,47184,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,7,5,5,3,69,7,77,47184,47184,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,7,5,5,3,69,8,77,47184,47184,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,8,5,5,3,107,12,119,70141,70141,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,8,5,5,3,107,12,119,70141,70141,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,8,5,5,3,117,13,131,70141,70141,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,9,5,5,3,212,18,231,101072,101072,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:55
all,GLUCOSE,PC_ax_b	SI_ax_b,9,5,5,3,221,17,239,101072,101072,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:56
all,GLUCOSE,PC_ax_b	SI_ax_b,9,5,5,3,209,16,226,101072,101072,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:56
all,GLUCOSE,PC_ax_b	SI_ax_b,10,5,5,3,315,21,337,141724,141724,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:56
all,GLUCOSE,PC_ax_b	SI_ax_b,10,5,5,3,291,20,311,141724,141724,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_b	SI_ax_b,10,5,5,3,259,19,278,141724,141724,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,3,5,5,3,3,0,4,6593,6593,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,3,5,5,3,3,0,3,6593,6593,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,3,5,5,3,2,0,3,6593,6593,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,4,5,5,3,3,1,4,7739,7739,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,4,5,5,3,3,1,4,7739,7739,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,4,5,5,3,3,1,4,7739,7739,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,3,4,1,6,10793,10793,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,3,4,1,5,10793,10793,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,3,4,1,5,10793,10793,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,6,5,5,3,5,1,7,14281,14281,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,6,5,5,3,6,2,8,14281,14281,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,6,5,5,3,6,2,8,14281,14281,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,7,5,5,3,7,2,10,18213,18213,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,7,5,5,3,7,2,9,18213,18213,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,7,5,5,3,7,2,9,18213,18213,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,8,5,5,3,8,4,13,22599,22599,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,8,5,5,3,9,4,14,22599,22599,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,8,5,5,3,9,4,13,22599,22599,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,9,5,5,3,11,6,17,27449,27449,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,9,5,5,3,11,6,17,27449,27449,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,9,5,5,3,11,6,17,27449,27449,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,10,5,5,3,13,7,20,32773,32773,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,10,5,5,3,13,7,20,32773,32773,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,PC_ax_c	SI_ax_c,10,5,5,3,12,7,20,32773,32773,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,3,5,5,3,6,0,9,8697,8789,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,3,5,5,3,7,0,9,8697,8789,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,3,5,5,3,7,0,9,8697,8789,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,4,5,5,3,12,2,15,12639,12855,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,4,5,5,3,13,2,16,12639,12855,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,4,5,5,3,13,2,16,12639,12855,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,3,23,3,28,20877,21298,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,3,23,3,28,20877,21298,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,3,24,3,29,20877,21298,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,6,5,5,3,39,2,42,32972,32972,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,6,5,5,3,38,2,41,32972,32972,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,6,5,5,3,39,2,41,32972,32972,SAT,1,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,7,5,5,3,66,6,75,50146,51300,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,7,5,5,3,66,6,74,50146,51300,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:57
all,GLUCOSE,SI_ax_b	Ser_ax_b,7,5,5,3,67,6,75,50146,51300,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,8,5,5,3,119,16,138,73796,76520,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,8,5,5,3,114,16,133,73796,76520,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,8,5,5,3,119,16,138,73796,76520,SAT,3,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,9,5,5,3,166,16,183,105504,107955,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,9,5,5,3,166,16,184,105504,107955,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:58
all,GLUCOSE,SI_ax_b	Ser_ax_b,9,5,5,3,174,16,192,105504,107955,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:59
all,GLUCOSE,SI_ax_b	Ser_ax_b,10,5,5,3,267,306,574,147008,150369,SAT,2,13/02/2026 10:11:43,13/02/2026 10:11:59
all,GLUCOSE,SI_ax_b	Ser_ax_b,10,5,5,3,246,330,578,147008,150369,SAT,2,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_b	Ser_ax_b,10,5,5,3,270,293,565,147008,150369,SAT,2,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,3,5,5,3,2,0,4,6782,7375,SAT,2,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,3,5,5,3,2,0,4,6782,7375,SAT,2,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,3,5,5,3,2,0,4,6782,7375,SAT,2,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,4,5,5,3,3,0,11,8011,11956,SAT,6,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,4,5,5,3,3,0,11,8011,11956,SAT,6,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,4,5,5,3,3,1,11,8011,11956,SAT,6,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,5,5,3,4,4,10,11164,14239,SAT,3,13/02/2026 10:11:43,13/02/2026 10:12:00
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,5,5,3,4,4,10,11164,14239,SAT,3,13/02/2026 10:11:43,13/02/2026 10:12:00
